n,gamma,aldelt,rate
1000,0.3312851891487237,0.25650209056800444,0.12445574873907603
10000,0.13066570504423455,0.042292428743894966,0.4488993027309124
100000,0.05462277217684343,0.009218207178777464,0.5872613999131093
1000000,0.022834203047182717,0.002009233002565046,0.6459416550210679
10000000,0.0101169709987675,0.000437939523413049,0.6716053660738727
100000000,0.00503524030605304,0.0001047615752789664,0.6831827032418843
