gamma,0.1,0.03593813663804628,0.01291549665014884,0.004641588833612782,0.0016681005372000592,0.0005994842503189409,0.00021544346900318845,7.742636826811278e-05,2.782559402207126e-05,1e-05
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5274997063702618,0.2765767983010748,0.2948338470430206,0.2984909132944443,0.0,0.0,0.0,0.14952348431303428,0.0,0.0,0.0
0.2782559402207124,0.3672765902500508,0.43752999865199643,0.4540281162221478,0.4547478089736358,0.443760394250268,0.0,0.31032354229724457,0.0,0.0,0.0
0.14677992676220694,0.29685145466409635,0.4792471285677894,0.5270814792328249,0.536186181572382,0.5275519939625213,0.49345191544212624,0.3951668045578979,0.0,0.0,0.0
0.0774263682681127,0.14410839331218936,0.41817680476944197,0.5454755406092596,0.5735597308488751,0.5700936331041611,0.0,0.0,0.16529136337063888,0.0,0.0
0.04084238652674522,0.010347245364294147,0.2624408285661663,0.5043799031880831,0.5807902446647528,0.5890028215769182,0.5597006694466016,0.46296939802137127,0.0,0.0,0.0
0.021544346900318832,0.0,0.09626983886459232,0.3768782077907026,0.5551563572502394,0.5908971285474637,0.0,0.4744610751131303,0.0,0.0,0.0
0.011364636663857243,0.0,0.0,0.1969675800132195,0.4693426188868951,0.5744778827303322,0.5691771020559946,0.47902841478352487,0.0,0.0,0.0
0.005994842503189409,0.0,0.0,0.04355387245980073,0.30526740121204887,0.523280092186544,0.5582607292358179,0.4783513986349145,0.0,0.0,0.0
0.0031622776601683794,0.0,0.0,0.0,0.12671995263113592,0.4007272394636936,0.0,0.47114078346887833,0.20820178089107844,0.0,0.0
