n,gamma,aldelt,rate
1000,0.2782559402207124,0.14677992676220697,0.09556509767337279
10000,0.14677992676220694,0.046415888336127795,0.44810828099703415
100000,0.0774263682681127,0.00527499706370262,0.5636305671465375
1000000,0.021544346900318832,0.0016681005372000592,0.6453092587409491
10000000,0.011364636663857243,0.0005274997063702619,0.6715065011017226
100000000,0.0031622776601683794,0.0001668100537200059,0.6804028768979201
