n,gamma,aldelt,rate
1000,0.3721406147404329,0.19403442495579148,0.009933991223423533
10000,0.1555676143930472,0.03853528593710527,0.3760335981602673
100000,0.06503262930552246,0.008399287059458457,0.5271409641409208
1000000,0.028813496284414607,0.0018307382802953678,0.592291523044077
10000000,0.012766169490574082,0.0003990341831649377,0.62123517871322
100000000,0.005994842503189409,9.545484566618328e-05,0.6341557398186829
