n,gamma,aldelt,rate
1000,0.5274997063702618,0.40842386526745217,0.05464115562771826
10000,0.14677992676220694,0.046415888336127795,0.3797913404162958
100000,0.04084238652674522,0.00527499706370262,0.5190442506956489
1000000,0.021544346900318832,0.0016681005372000592,0.5909786143324031
10000000,0.021544346900318832,0.0005274997063702619,0.6192909472321415
100000000,0.005994842503189409,0.0001668100537200059,0.6328007728867812
