gamma,0.01,0.007278953843983154,0.005298316906283708,0.0038566204211634724,0.0028072162039411755,0.0020433597178569417,0.0014873521072935117,0.001082636733874054,0.0007880462815669912,0.0005736152510448681,0.00041753189365604,0.0003039195382313198,0.000221221629107045,0.00016102620275609394,0.00011721022975334806,8.531678524172815e-05,6.210169418915616e-05,4.520353656360241e-05,3.290344562312671e-05,2.395026619987486e-05,1.7433288221999873e-05,1.2689610031679234e-05,9.236708571873865e-06,6.723357536499335e-06,4.893900918477499e-06,3.562247890262444e-06,2.592943797404667e-06,1.8873918221350995e-06,1.3738237958832638e-06,1e-06
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0005798871821635325,-1.0,-0.001093804234827789,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.176007067934965,-1.0,-1.0
0.8199608244604943,0.11551206113986676,0.11564234903833363,0.11572848196185347,0.11577990351748757,0.1158018652132772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11455299609126444,0.11399322530684469,0.11322427752162276,0.1121664279743194,-1.0,0.10871329991588333,-1.0,0.10219308276103933,-1.0,-1.0,-1.0,-1.0,0.04818520781186662,-1.0,-1.0,-0.059941985107443724,-0.1257372935114987,-1.0
0.6723357536499337,0.21010491508625842,0.21040665634603017,0.21061648830533283,0.21075699357084893,-1.0,-1.0,-1.0,-1.0,0.2107679546208919,-1.0,-1.0,-1.0,0.20975140792318445,-1.0,0.2084305136439919,-1.0,-1.0,-1.0,0.20117830451454394,-1.0,0.19222073344048035,-1.0,-1.0,-1.0,-1.0,0.11802364866017807,-1.0,0.035271273051575874,-0.030523999032076393,-0.12091506230833338
0.5512889788770674,0.2874313897253915,0.2879431499594333,0.28830317644901815,-1.0,0.2887170616863133,-1.0,0.28885806166979167,-1.0,0.2887897429879809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28544769391429864,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11335122973411157,0.047555215354259855,-0.0428359486096751
0.4520353656360243,0.3505354130952746,0.35130716943721446,-1.0,0.35223341785636725,-1.0,-1.0,-1.0,-1.0,-1.0,0.35264771347361124,-1.0,-1.0,-1.0,-1.0,-1.0,0.3494665359087447,-1.0,-1.0,0.3432784663266452,-1.0,0.3343235765009023,-1.0,0.31741647522924293,-1.0,-1.0,-1.0,0.22526853338897473,0.17737661802814073,-1.0,0.021190320616011338
0.3706512910922155,0.40189694751811234,0.40299478768114,0.4037695649140889,-1.0,-1.0,0.4049418896230871,0.40509495293178355,-1.0,-1.0,-1.0,-1.0,0.4046770936639095,-1.0,-1.0,-1.0,-1.0,-1.0,0.3985194601019465,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07369218135049616
0.30391953823131973,0.4435270811072928,0.44503910894266313,0.44610193338889004,0.44684907634014476,0.44737009088473323,0.44772496693503216,-1.0,-1.0,-1.0,0.4480655985282005,-1.0,-1.0,-1.0,-1.0,0.44604335498674613,0.4450000997336176,0.4435563672265555,-1.0,-1.0,-1.0,0.4298731486338757,-1.0,0.4129679777013517,-1.0,-1.0,-1.0,0.3208218792344149,0.27292984830913236,-1.0,-1.0
0.24920211513780569,0.4770428276848496,0.47908728177216425,0.48051437615315507,-1.0,0.48221563935676726,0.48269747745239855,0.4830160223053497,0.483206938689781,-1.0,-1.0,-1.0,0.48294380158166944,-1.0,-1.0,0.48132724360721996,-1.0,-1.0,0.47686053791547867,-1.0,-1.0,-1.0,-1.0,0.4482688701159017,-1.0,0.4163572324504643,0.390983346649884,-1.0,0.3082318741822414,-1.0,0.1520459899929798
0.20433597178569418,0.503723347327905,-1.0,0.508356342689153,0.5096778421793,-1.0,0.5112414354831061,-1.0,-1.0,0.5120860957579086,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.503063129506788,0.4992966850781778,-1.0,-1.0,-1.0,0.46377283573597033,-1.0,-1.0,-1.0,0.33717939158930366,0.2713845035323774,0.18099361188764262
